,angle
956,61.066360070511024
957,66.58978813888253
958,64.73554078316627
959,66.53526385847536
960,63.07789302988303
961,63.25718542430985
962,62.54863699306534
963,63.48454403563438
964,64.65819918860147
965,65.2314851768047
966,65.78117561212255
967,65.57311348793525
968,65.79473126176912
969,62.89790154667343
970,66.6753801199754
971,63.82567540034451
972,63.477530008084734
973,65.19216460746946
974,63.765498683861274
975,61.97994519133436
976,64.26150338166173
977,63.29710360528252
978,66.71936850004587
979,63.26875453486968
980,66.84090070768073
981,63.38972535186744
982,63.62882833811999
983,64.3572989171467
984,64.02128310882546
985,64.24581087550766
986,65.97211143189546
987,67.02425331136604
988,63.53503157067341
989,64.33906649513123
990,60.792917962769884
991,63.34672614120317
992,65.04387992221285
993,63.310520617221734
994,65.69087161483928
995,63.013844073688205
996,64.1462100414298
997,63.333612160181836
998,62.481949188645224
999,65.34810717316904
1000,64.85371072391179
1001,63.35272958553285
1002,65.52970026852343
1003,63.27314171414098
1004,64.52049510594003
1005,65.04115995833818
1006,66.73554748298383
1007,67.49413492601167
1008,66.0466713419796
1009,65.77615391799644
1010,64.47185678965678
1011,65.99420290958784
1012,65.84123693386351
1013,64.96804535422291
1014,62.85736264095108
1015,63.56146736914298
1016,65.09428844633193
1017,65.2888031347039
1018,65.13273806122868
1019,65.32257818801827
1020,63.57686101796962
1021,62.414441084754955
1022,65.52503706116454
1023,65.47111933880797
1024,67.35018035249581
1025,64.25430475269658
1026,67.2160879830033
1027,65.06499400951026
1028,64.86987335175542
1029,64.5865528015166
1030,64.49069162862361
1031,65.11903590348852
1032,64.71201961594225
1033,64.96344627446243
1034,63.98178497704753
1035,63.564323234619536
1036,63.98662205353217
1037,63.49396980071103
1038,65.52963738573953
1039,62.48182329481868
1040,64.75856486391612
1041,67.10076358442845
1042,65.13707708734648
1043,64.12578495331486
1044,65.74517596556382
1045,66.46564409343391
1046,64.59892189807208
1047,63.05424338497555
1048,64.73379385070912
1049,63.27030490041198
1050,64.85850156920088
1051,64.28483159301494
1052,65.06596180011303
1053,63.270391585721896
1054,63.967117120484495
1055,62.920841531268536
1056,64.15089575607274
1057,63.99850324103984
1058,62.95974915884112
1059,65.67431315159756
1060,61.9914887869963
1061,62.20922416234608
1062,62.974026262198194
1063,64.20263875344494
1064,65.48151811548792
1065,61.833764123753205
1066,63.11444004757036
1067,64.05547557416708
1068,64.28935839950523
1069,61.49462012267263
1070,62.371576733114466
1071,63.19382613643199
1072,64.04397741349895
1073,64.75689625799397
1074,67.19708157643606
1075,65.98656787547499
1076,63.51765268417078
1077,65.31613969134298
1078,60.59835661954323
1079,62.46274108351985
1080,64.0477382537929
1081,60.137547154731536
1082,62.52239855496845
1083,64.12152083922427
1084,60.53036472754997
1085,63.59340208584813
1086,62.82215242919836
1087,62.063206447338295
1088,61.7783834306967
1089,65.56800364982664
1090,65.35662133014519
1091,64.41979506758955
1092,61.984497474794196
1093,64.1990861542754
1094,62.172498749543735
1095,63.9155579600383
1096,64.98029737709766
1097,62.173713699159705
1098,62.06994458013164
1099,65.73894086203596
1100,64.1993713762944
1101,63.925194727630355
1102,61.95841113539178
1103,64.23134883914499
1104,67.37364439506091
1105,63.1558797411861
1106,61.56795385553319
1107,61.6495228397377
1108,59.487549374179444
1109,63.77757979274153
1110,62.819519408425386
1111,66.22235194705125
1112,63.82257833055823
1113,66.34867123721381
1114,64.62702078278014
1115,64.98550689502262
1116,63.57217341609705
1117,62.118741580563785
1118,64.59073419411868
1119,69.24679749018033
1120,63.61263971795142
1121,65.61242653848859
1122,63.164200484902636
1123,61.683741699519565
