Delta_44.2348	Delta_109.5944
0.129050	0.015158
0.037785	-0.180846
0.170346	-0.214724
0.124662	-0.053123
0.026421	-0.424110
0.171227	0.205024
0.091094	-0.108683
0.008488	-0.091471
-0.226706	0.095450
-0.029784	0.085078
-0.218803	-0.037195
-0.080721	-0.171714
-0.162944	0.045996
-0.210886	0.048213
-0.209172	0.045380
0.016816	0.044356
-0.092002	0.147685
-0.073714	0.074063
0.131893	-0.026300
0.180347	-0.087109
0.115349	-0.153812
0.127790	0.031140
0.109978	0.012620
-0.076217	0.089007
-0.116447	0.060076
-0.097923	0.059127
-0.158656	0.035123
0.075552	-0.148573
0.186906	-0.124768
0.099697	0.002316
0.177826	-0.013825
0.072433	-0.047033
0.042480	-0.047119
0.075957	-0.031100
0.190791	0.261267
0.240388	0.315749
0.098934	0.643791
0.148480	0.281169
0.126772	0.463896
0.179629	0.002721
0.367191	0.254799
0.233440	0.410112
0.082608	0.511954
0.192498	0.399761
0.294071	0.205469
0.005842	0.192546
0.207059	0.102709
0.024342	0.056807
0.275968	0.245135
0.131182	0.236597
0.171812	0.283380
0.144548	0.643976
0.275828	0.417587
0.374778	0.306558
0.071216	0.312896
0.236197	0.415701
0.150053	0.487163
0.433898	0.337648
0.132710	0.381381
0.292138	0.184364
0.206975	0.534605
0.115553	0.637829
0.131915	0.359831
0.233817	0.624624
0.091314	0.491548
0.093712	0.259276
0.305260	0.440418
0.058299	0.484653
0.145751	0.532146
0.154086	0.314135
0.083617	0.812831
0.054280	0.901557
0.099768	0.355922
0.361648	0.163975
0.264444	0.358791
0.133649	0.402328
0.080493	0.201975
0.238402	0.236958
0.270317	0.380124
-0.267644	1.111679
0.074634	0.903445
0.044230	0.629280
0.108247	0.522211
0.027538	0.908282
-0.034043	0.821270
0.065359	0.539843
0.027676	0.711927
-0.200992	0.899461
0.080709	0.649861
0.108203	0.901119
-0.133441	0.844163
0.007622	0.717587
0.175320	0.532099
0.325701	0.123246
0.225458	0.569052
0.136785	0.446665
0.255776	0.063938
0.083018	0.186378
-0.224050	0.189401
-0.218421	0.029733
-0.161883	0.281097
-0.118672	0.145370
-0.202476	0.243114
-0.059596	0.144021
-0.114965	0.051302
-0.290393	0.181691
-0.149213	0.193419
-0.178984	-0.015757
-0.233356	0.155254
-0.480021	0.614815
-0.394978	0.825926
-0.523737	1.035066
-0.363597	0.518387
-0.320341	0.736796
-0.286793	0.946763
-0.179525	0.849077
-0.493672	0.906608
-0.317240	0.877276
-0.319488	0.799308
-0.298144	0.526194
-0.416744	0.581673
-0.106401	0.081500
-0.051618	-0.176674
-0.268611	0.203847
-0.029789	-0.063582
-0.061664	0.107161
-0.247196	-0.046766
-0.016373	0.028634
0.188981	0.315034
-0.017539	-0.192674
0.055522	0.199364
0.067757	0.570176
0.316044	0.321210
0.013790	0.155160
0.234745	-0.120637
0.051472	0.005671
0.226083	-0.107943
0.000147	-0.238663
0.026110	-0.140380
0.134326	0.214381
0.036402	0.836217
0.023150	0.706232
0.202031	0.677041
-0.214374	0.895040
-0.152524	0.938882
-0.210522	0.900049
0.112205	0.595327
0.123986	0.747566
0.201385	0.451550
0.237738	0.347406
0.085533	-0.014176
0.034556	-0.173001
-0.168953	-0.055091
-0.154312	0.021581
0.078697	-0.282785
0.209427	-0.145674
0.099245	0.108551
0.101065	-0.019040
-0.063797	0.127837
0.019227	0.219233
-0.331321	0.351886
-0.291330	0.569497
-0.177669	0.611012
-0.315908	0.179270
-0.263389	0.432714
-0.081734	0.160076
-0.261014	0.571503
-0.463100	0.682218
-0.398597	0.403312
-0.443095	0.436495
-0.438797	0.672524
-0.350689	0.403012
-0.303743	0.040424
-0.071963	0.280364
-0.126933	0.053995
-0.129336	0.047031
-0.039804	0.221514
-0.129755	0.083582
-0.093953	0.055002
-0.105343	0.072168
-0.043963	-0.023588
-0.082936	-0.035055
-0.172149	0.166751
-0.096302	-0.037402
0.080741	-0.039352
0.236291	0.292093
0.198842	-0.049110
0.160038	0.011125
0.343626	0.032627
0.045274	-0.038626
0.216765	-0.013240
0.127015	-0.081533
0.183469	0.077908
0.174259	-0.046338
0.032699	-0.127931
0.171578	0.313709
-0.137026	0.937402
-0.200095	0.840968
-0.302288	0.899967
-0.435671	0.564097
-0.389859	0.693564
-0.307305	0.691957
-0.460489	1.174978
0.011291	0.853223
-0.318418	0.555852
-0.505201	0.718343
-0.267611	0.197371
-0.358533	0.850417
-0.417898	0.851738
-0.280420	0.458716
-0.509203	0.627362
-0.447269	0.801905
-0.410652	0.501665
-0.403398	0.736100
-0.401682	0.676493
-0.455168	0.299357
-0.447773	0.213696
-0.474096	0.326960
-0.444722	0.510395
-0.484266	0.502693
-0.372083	0.395427
-0.463336	0.329366
-0.079671	0.049033
-0.161244	0.064832
-0.205239	0.155263
-0.139949	0.041471
-0.220725	0.143115
-0.233544	0.149107
-0.168330	-0.046298
-0.252865	0.238649
0.003485	0.200118
-0.513432	0.600533
-0.414517	0.272154
-0.450859	0.291657
-0.392312	0.352073
-0.281178	0.883058
-0.423956	0.689997
-0.087024	0.888736
-0.408400	0.623861
-0.376190	0.957311
-0.263597	0.803639
-0.576309	0.941668
-0.341365	0.825010
-0.272627	0.898904
-0.350595	0.849017
-0.390238	0.836028
-0.450527	1.094897
-0.233363	0.765840
-0.254537	0.976843
-0.313086	0.722678
-0.038999	0.905606
-0.481213	0.665578
-0.331894	0.862704
-0.382176	1.009303
-0.433039	0.839877
-0.302059	0.945150
-0.491439	0.864154
-0.364622	0.632001
-0.401000	0.715899
-0.209499	-0.062289
-0.168353	0.150817
-0.045091	0.109404
-0.222242	-0.056524
-0.172177	0.125224
-0.210965	0.015450
-0.212222	0.129442
-0.000321	0.056870
-0.060757	0.156149
-0.133362	0.162216
-0.059523	-0.025785
-0.470642	0.838320
0.272495	0.123496
0.304830	0.359480
0.277287	0.240480
0.242154	0.294329
0.365943	0.136350
0.180596	0.368039
0.143702	0.257356
0.156500	0.294608
0.287061	0.295301
0.087717	0.492043
0.028637	0.236661
0.157876	0.400155
0.265170	0.286189
0.082533	0.760283
0.392174	-0.013872
0.245776	0.377366
0.248683	0.441727
0.287459	0.385978
0.313627	0.395303
0.306991	0.333864
0.222329	0.231799
0.256157	0.380428
0.278233	0.212314
0.224514	0.243203
0.404805	0.278340
0.159462	0.458950
0.174013	0.376911
-0.182141	0.840053
-0.372305	0.538485
-0.188185	0.742468
-0.259513	0.779003
-0.386182	0.603273
-0.388934	0.740503
-0.289753	0.670782
-0.260373	0.541419
-0.258139	0.668486
-0.328101	0.766878
-0.243304	0.667454
-0.185045	0.847534
-0.330440	0.751671
-0.484448	0.660961
-0.441511	0.847277
-0.322118	0.801364
-0.205193	0.634214
-0.186710	0.689145
-0.380213	0.955226
-0.175125	0.515607
-0.181038	0.686098
-0.367036	0.732312
-0.238511	0.876003
-0.263456	0.891814
-0.287375	1.079369
-0.231699	0.607001
-0.233700	0.211180
-0.154224	0.023082
-0.176512	0.124072
-0.191435	-0.032994
-0.076807	0.066637
-0.166251	0.014535
-0.067818	0.354523
-0.076637	0.228238
-0.170320	0.317458
-0.118899	0.162796
0.166211	-0.148805
0.183914	-0.134931
0.153502	-0.030693
0.186434	-0.051814
0.096492	0.025162
0.021096	-0.160581
0.142541	0.006611
0.079301	0.020658
0.179914	-0.212295
0.236548	-0.026187
0.211412	0.045881
0.140564	-0.169944
-0.003264	-0.269577
0.175500	0.139782
0.185127	-0.086525
0.157411	-0.151533
0.171896	-0.083320
0.239546	-0.119892
0.122372	-0.001587
0.220110	-0.031510
0.156919	0.039652
0.265358	0.009392
0.134701	0.107572
0.127770	-0.106210
0.210075	0.070270
0.150688	-0.048187
0.128008	0.168480
0.178737	-0.043757
0.000115	-0.078700
0.095977	0.070407
0.169273	0.017101
0.219318	-0.052575
-0.085820	0.208583
0.030226	0.176510
-0.205849	0.059116
-0.167414	0.263138
-0.000038	0.086629
-0.062931	0.159352
-0.119866	-0.053988
-0.385486	0.262602
-0.476859	0.694761
-0.393790	0.487933
-0.343760	0.560561
-0.382978	0.455259
-0.350659	0.263747
-0.418451	0.467930
-0.077070	0.040837
-0.263635	0.117824
-0.345896	0.173182
-0.406341	0.364978
-0.455922	0.447698
-0.309995	0.260649
-0.297406	0.366355
-0.435509	0.167107
-0.381063	0.257490
-0.510179	0.475412
0.126486	0.142743
0.107383	-0.064080
0.167175	0.416711
0.218861	0.352576
0.156905	0.368825
-0.191513	0.147449
-0.129697	0.164996
-0.192625	0.024632
-0.111212	-0.118332
0.310405	0.163789
0.231357	0.132001
0.005109	-0.255474
0.223749	-0.050754
0.194342	0.169655
0.361117	0.262412
0.366465	0.338254
0.168119	0.485687
0.223748	-0.164705
0.247755	0.095216
0.124060	0.145496
0.275287	0.091420
0.300991	0.232141
0.227408	0.003831
0.159520	0.049824
-0.107319	0.059247
-0.140249	0.148789
-0.369657	0.295552
-0.316938	0.421157
-0.271931	0.518197
-0.378386	0.620836
-0.367428	0.331534
-0.240143	0.237827
-0.471141	0.348314
-0.431339	0.839180
-0.538493	0.479114
-0.452710	0.354316
-0.325446	0.459112
-0.366805	0.377920
-0.117557	0.102627
-0.087444	0.211853
-0.180572	0.051164
-0.264548	0.125931
0.053213	0.056865
-0.154596	0.069288
-0.138817	0.354448
0.154931	-0.152605
0.220610	-0.226579
-0.054051	0.144262
-0.126025	0.029936
-0.171679	0.015076
0.093633	0.164665
-0.008311	0.325270
-0.161480	-0.032522
0.013214	0.262676
-0.423249	0.500452
0.298879	0.133914
0.252305	0.595974
0.088141	0.735070
-0.241419	0.800057
0.101419	0.597088
0.164572	0.353525
0.312826	0.195381
0.295692	0.414863
0.145416	0.471206
0.189316	-0.091349
0.146906	0.185239
0.138488	0.049562
0.093288	0.040462
0.276111	0.087841
0.257691	-0.012271
-0.424667	0.361440
-0.335088	1.201879
-0.428946	0.824174
-0.110553	0.994497
-0.225964	0.981783
-0.396097	0.643915
-0.247737	0.831075
-0.295198	0.496337
-0.320842	0.479648
-0.364866	0.420841
-0.489446	0.464099
-0.358222	0.534614
-0.427051	0.273771
-0.383588	0.244437
-0.075529	0.106554
-0.088240	0.106935
-0.061418	0.121077
-0.289876	0.342427
-0.200325	0.566745
-0.356506	0.511411
-0.490691	0.574751
-0.300718	0.873717
-0.478426	0.708806
-0.389931	0.742807
-0.403958	0.512685
0.007446	0.771214
0.135418	0.693545
-0.242482	0.983381
-0.159411	0.988802
-0.057818	0.768153
-0.398707	0.523944
-0.232363	0.574137
-0.299366	0.337784
-0.250495	0.377490
-0.191330	0.099993
-0.318278	0.045487
-0.112474	-0.047239
-0.115998	-0.004822
-0.183267	0.102474
-0.069747	0.083195
-0.122917	-0.056224
0.016001	0.013244
0.114523	0.251394
0.175311	0.124821
0.184610	0.131661
0.126868	0.164688
0.250071	0.291236
0.183738	0.515270
0.153455	0.442792
0.307642	0.214670
0.052559	0.061368
0.123049	0.037198
0.090354	0.067303
0.118471	-0.013900
0.171980	-0.052828
0.079437	-0.084985
0.290283	0.102693
0.156413	-0.058058
0.261094	0.038800
0.140857	-0.088898
0.094335	-0.020075
0.070019	0.020628
0.297137	0.073379
0.215833	-0.006016
0.057948	-0.004100
0.200784	0.299090
0.086238	0.071738
0.060959	0.037010
-0.130613	-0.107931
0.283565	0.217787
0.111839	-0.064563
0.280511	0.087054
0.262759	0.072443
0.206968	0.059985
0.179624	0.034866
0.102536	0.067117
0.131474	0.621952
0.276980	0.590146
0.171723	0.411063
0.340484	0.365859
0.156493	0.677420
0.222549	0.303263
0.121583	0.611511
0.076365	0.477321
0.231712	0.226052
0.220980	0.269362
0.297514	0.379555
0.175603	0.696004
0.402089	0.673769
0.223535	0.490626
0.275889	0.210448
0.276905	0.209401
0.122143	0.250652
0.399045	0.228245
0.131491	0.692896
0.258902	0.292906
0.285236	0.089511
0.105062	0.420801
0.314121	0.561305
0.000503	0.049028
0.067530	0.287733
0.296713	0.302296
0.214251	0.436591
0.129910	0.197533
0.169491	0.336913
0.329815	0.211272
0.247186	0.340725
0.272196	0.538520
0.126807	0.661991
0.214211	0.213696
-0.004651	0.764430
0.141396	0.763627
-0.014547	0.775254
0.117480	0.768523
0.105488	0.794844
-0.013910	0.757695
-0.080369	0.854532
-0.019234	0.689443
0.090295	0.592283
0.167862	0.489612
0.234265	0.503829
0.237438	0.262234
0.225483	0.464226
0.077936	0.578290
0.163269	0.547482
0.182680	0.335885
0.351867	0.093082
0.257982	0.529076
0.497201	0.393961
0.244437	0.296223
0.223439	0.394141
0.194510	0.473176
0.190400	0.501461
0.165890	0.405449
-0.218007	0.814257
-0.064584	0.783175
0.004534	0.759873
-0.106812	0.991637
0.100278	0.504350
0.178561	0.671091
0.104126	0.694109
-0.465933	0.647327
-0.212262	0.936736
-0.072471	0.943268
-0.378951	0.709305
0.042878	0.784288
0.014668	0.816502
-0.103142	0.970633
-0.059797	0.788299
-0.093555	0.781092
0.079397	0.569752
-0.265201	0.745060
-0.332504	0.616328
-0.280242	0.638989
-0.494427	0.959933
-0.266034	0.725971
-0.317076	0.615019
0.152776	0.641625
-0.071360	0.713344
-0.244257	0.775987
-0.266620	1.232360
-0.408281	0.567817
-0.407362	0.496817
-0.365599	0.276624
-0.363700	0.350146
-0.359965	0.353370
-0.425370	0.320120
-0.299540	0.296793
-0.365800	0.505604
-0.468750	0.478775
-0.429220	0.343331
-0.296109	0.325164
-0.281038	0.353317
-0.335178	0.658258
-0.360655	0.368401
-0.314496	0.229218
-0.513060	0.307377
-0.253584	0.525805
-0.407594	0.343420
-0.425742	0.360440
-0.412777	0.482044
-0.397528	0.244379
-0.212963	0.135291
-0.045574	0.062081
-0.053938	0.234958
-0.048314	-0.134643
0.093928	0.164045
0.039874	0.001045
0.095204	0.296565
0.197250	0.016328
0.130586	0.056365
0.155820	-0.003960
0.060024	0.092342
0.014013	-0.019141
0.194810	0.258326
-0.066073	0.004779
-0.046140	0.018748
-0.183804	0.143560
-0.228813	0.157310
-0.003915	-0.015348
-0.180397	0.019752
-0.220398	-0.087650
-0.189462	-0.003986
0.142463	0.029903
0.291227	0.076662
0.231583	0.255708
0.087876	0.386571
0.111977	0.386638
0.179240	0.535027
0.039870	0.319798
0.105050	0.529735
0.216965	0.215093
0.144039	-0.047028
0.154559	0.051042
-0.186947	0.053519
-0.085226	0.043494
-0.122917	0.396120
-0.098835	0.014568
-0.206321	0.087355
-0.169484	-0.048883
-0.307475	0.054631
-0.209342	0.197772
-0.096960	0.008388
0.006297	-0.153338
0.060795	-0.001641
0.260000	0.049791
0.177278	0.039317
0.055582	-0.038125
-0.066514	-0.004463
0.137171	-0.079718
0.048145	0.156502
-0.096354	-0.139064
0.070253	0.096932
-0.022989	0.062743
-0.041083	-0.161247
-0.021562	-0.119222
0.097276	0.376129
0.336053	0.418602
0.246828	0.397670
0.103049	0.271324
0.321179	0.468274
0.110464	0.499049
0.102369	0.390367
-0.000827	0.656434
0.096147	0.573129
0.272439	0.548841
0.103702	0.378033
0.047332	0.291458
0.243058	0.242679
0.080709	0.348743
0.131439	0.653598
0.151299	0.272453
0.163223	0.692692
0.140775	0.275439
0.373343	0.108249
0.235834	0.605980
0.224833	0.120527
0.181410	0.066261
0.108584	-0.072286
0.162745	0.195777
0.017401	-0.170587
0.119496	0.104154
0.205240	-0.033289
-0.192663	0.090026
-0.080657	0.143026
-0.103006	-0.089527
-0.235792	-0.055283
-0.335613	-0.024030
-0.055234	0.098555
-0.231097	-0.099992
-0.089754	0.084135
-0.324645	0.575960
-0.462832	0.634706
-0.365982	0.575632
-0.344594	0.520522
-0.496590	0.573250
-0.430234	0.444638
-0.364666	0.448893
-0.370994	0.608788
-0.519143	0.369355
-0.334569	0.611249
-0.407178	0.308881
-0.305995	0.323022
-0.376708	0.308148
-0.388043	0.295455
-0.416134	0.349237
-0.445848	0.543394
-0.329312	0.501372
-0.330698	0.403504
-0.383733	0.387180
-0.353319	0.467033
-0.382176	0.437210
-0.580228	0.479414
-0.309939	0.301980
-0.415940	0.495235
-0.467839	0.529327
-0.360451	0.331113
-0.435458	0.413482
-0.445841	0.257886
-0.353452	0.019752
-0.395301	0.256968
-0.401487	0.499122
-0.381412	0.814877
-0.547297	0.849010
-0.491096	0.608874
-0.334906	0.782806
-0.348361	0.794317
-0.446000	1.145133
-0.458646	0.513778
-0.484622	0.760347
-0.368456	0.635953
-0.388856	0.603099
-0.171381	0.917050
-0.279338	0.613928
-0.286311	0.925136
-0.370800	0.773053
-0.433887	0.579092
-0.513451	0.758641
-0.317498	0.783318
-0.258562	0.961957
0.234214	0.654284
-0.063062	0.695029
-0.010709	0.760417
-0.157916	0.825939
0.042120	0.708454
-0.198690	0.811788
0.013120	0.939479
0.019954	0.832821
-0.249483	0.978658
0.028267	0.707148
-0.142822	0.940780
-0.132619	0.794053
0.077753	0.728139
0.283471	0.436310
0.197549	0.098911
0.050489	0.273481
-0.028281	0.014725
0.061835	0.006358
0.121920	-0.063368
-0.000342	0.077648
0.091991	0.130299
0.196578	-0.107006
0.154734	0.003389
0.151945	0.002000
0.101435	0.084921
0.118508	0.100124
0.032608	-0.070799
0.038642	-0.020642
0.078261	0.097494
0.202640	-0.083261
0.156416	-0.063120
0.178477	-0.094391
0.107313	0.790531
0.208019	0.213211
0.220843	0.276513
0.347209	0.160214
0.144576	0.203771
0.021464	0.029039
0.087092	0.010320
0.106748	0.086621
0.151969	0.304630
0.139005	0.151927
0.118133	0.017401
0.078257	0.257820
0.055838	-0.073574
0.045792	0.202730
0.037336	-0.073887
0.146927	0.479714
0.076046	0.447372
0.079022	0.467109
0.255059	0.529744
0.151613	0.566089
-0.044256	0.464718
0.177407	0.469960
0.129318	0.487465
0.135593	0.127283
0.096318	0.257145
0.064452	0.285859
0.267964	0.380827
0.055165	0.517476
0.027655	0.737004
0.179491	0.538328
0.168176	0.318596
0.058020	0.289643
0.061746	0.305572
0.113830	0.482515
0.171613	0.333487
0.053311	0.413552
0.045434	0.484100
0.155505	0.334370
0.142225	0.317140
0.227633	0.388474
0.201332	0.327651
0.019979	0.488629
0.164928	0.394841
0.032901	0.492865
0.314311	0.266206
0.300727	0.349153
0.116564	0.359225
0.166410	0.157314
0.230005	0.352558
-0.063134	0.226586
0.103666	0.276711
0.309761	0.454492
0.274265	0.260068
0.109352	0.220402
0.302275	0.295448
0.059999	0.390729
0.209686	0.547131
0.264711	0.231209
0.263590	0.209047
0.300823	0.291266
0.150179	0.347462
0.257719	0.100852
0.309087	0.349609
0.458292	0.374186
0.318402	0.409411
0.300415	0.285908
0.298683	0.238838
0.255963	0.484318
-0.014132	0.027260
0.312698	0.269803
0.249921	0.359990
0.199449	0.613869
0.303546	0.342941
0.256967	0.406051
0.272809	0.381780
0.220571	0.181038
0.479964	0.173967
0.307593	0.325102
0.318709	0.291351
0.092412	0.115447
0.064902	0.293564
0.307302	0.314245
0.003670	0.308342
-0.062823	0.679530
-0.189129	0.913045
0.017466	0.969438
0.144735	0.534601
0.216334	0.329941
0.217611	0.132184
0.091111	0.413570
0.338753	0.146817
0.164593	0.240224
0.251804	0.164335
0.241901	0.086769
0.335749	0.153774
0.227062	0.242856
0.075452	0.256307
0.230277	0.209996
0.255380	0.123622
0.259726	0.432807
0.028931	0.683572
0.125353	0.608191
-0.111139	0.789208
-0.086033	0.935629
-0.303214	0.609209
-0.295702	0.696744
-0.281871	0.773471
-0.360173	0.837601
-0.237086	0.788796
-0.194081	0.920886
-0.405745	0.384266
-0.428524	0.335135
-0.460488	0.384330
-0.590530	0.176877
-0.374551	0.604360
-0.526159	0.172119
-0.446330	0.373785
-0.376195	0.284920
-0.411556	0.417877
-0.364058	0.461668
-0.480149	0.279673
-0.362117	0.612377
-0.311081	0.548520
-0.397511	0.282532
0.016534	0.132158
-0.124454	0.041633
-0.131994	0.032329
-0.388961	0.396165
-0.280785	0.288569
-0.200556	0.900506
-0.465615	0.867863
-0.553079	0.880723
-0.356895	0.869886
-0.449541	0.997861
-0.270304	0.610116
-0.297483	0.686588
-0.338433	0.737412
-0.270617	0.558507
-0.123613	0.381000
-0.187178	-0.053154
-0.177069	0.045483
-0.255834	0.192981
-0.119091	0.071300
-0.268081	0.517448
-0.067502	0.181104
-0.256265	-0.018007
-0.032582	0.265580
0.024145	0.029901
-0.161886	0.053648
0.007266	0.137925
0.002829	0.301005
-0.116967	0.062383
0.239623	0.067120
0.178334	0.039429
0.109270	-0.169805
0.174570	0.068810
0.017699	0.043038
0.249320	0.051006
0.158884	0.151255
0.138036	-0.038978
0.249477	0.193861
0.091258	0.136366
0.188251	0.306820
0.087506	0.108268
-0.118417	0.055425
-0.139977	-0.024655
0.009266	0.042125
-0.013954	0.205629
-0.027259	0.106647
-0.011947	0.151245
-0.184923	0.080121
0.276396	-0.140190
0.277431	-0.115836
0.153870	0.081343
0.318133	-0.160485
0.225348	-0.066530
0.156083	-0.120733
0.170700	-0.054554
0.083983	0.015097
0.086607	0.039664
0.170475	-0.066069
0.102521	0.055350
-0.272931	0.185996
-0.331490	0.499983
-0.367825	0.352806
-0.362336	0.569812
-0.344202	0.471628
-0.396602	0.687668
-0.420900	0.352628
-0.353696	0.572382
-0.321788	0.396466
-0.354529	0.613745
-0.387069	0.452667
-0.279062	0.776436
-0.271474	0.964659
-0.065589	0.730883
0.150250	0.534353
0.324300	0.591298
0.001752	0.799228
0.175423	0.693030
0.075508	0.784707
-0.093686	1.008308
0.131915	0.814465
0.111987	0.639752
-0.137836	0.801295
0.246140	0.398647
0.312822	0.150297
0.034734	0.233204
0.207029	0.170288
0.310538	0.343451
0.248149	0.262885
0.110303	0.590803
0.254240	0.318144
0.249060	0.432997
0.473525	0.061434
0.368059	0.176221
0.176374	0.429014
0.223287	0.204293
0.296046	0.130149
0.073080	0.180020
0.130605	0.699315
-0.016396	0.845865
-0.018944	0.787550
0.065581	0.761779
-0.295210	0.713815
-0.250879	0.887427
-0.152917	1.181696
-0.271022	0.696708
-0.244761	1.234691
-0.264033	0.739714
-0.301485	0.363692
-0.205190	0.009132
-0.176830	0.143822
-0.400300	0.654881
-0.318303	0.467918
-0.355824	0.548588
-0.505812	0.858767
-0.356442	0.759368
-0.279413	0.876201
-0.370204	0.853724
-0.360688	0.824256
-0.279075	0.938184
0.107992	0.450576
0.159637	0.263087
-0.277727	0.763301
-0.229279	0.975222
-0.366111	0.594587
-0.318716	0.896049
-0.342671	0.904327
-0.294662	0.773437
-0.460318	0.582200
-0.303097	0.354768
-0.305546	0.314770
-0.412976	0.235511
-0.406581	0.387470
-0.560736	0.795399
-0.510022	0.431417
-0.548623	0.564186
-0.190133	0.409538
-0.334396	0.774246
-0.401729	1.081162
-0.452634	0.710494
-0.306412	0.854402
-0.336274	0.315044
-0.382894	0.636239
0.013224	0.051848
-0.107306	-0.029013
-0.098873	0.070777
-0.191171	-0.021485
-0.146513	0.009971
-0.163865	0.153523
-0.238590	0.072855
-0.158490	0.049697
-0.331234	0.152413
-0.437374	0.381611
-0.259532	0.230164
-0.305749	0.560134
-0.395787	0.536734
0.119215	0.268379
-0.059699	0.047728
-0.267617	0.125952
0.007262	0.241819
-0.015396	0.242322
-0.088085	-0.002827
-0.207637	0.006379
-0.388781	0.358857
-0.414113	0.325448
-0.304661	0.523763
-0.105812	0.185258
-0.152948	0.075419
-0.476313	0.436966
-0.246760	0.211171
-0.156017	-0.099817
-0.292742	0.269540
-0.088593	0.096326
-0.415643	0.365090
-0.033685	0.084460
-0.121068	0.002295
-0.165323	0.031625
-0.151919	0.099400
-0.102955	0.108528
-0.169367	0.147365
-0.203210	0.229094
-0.044199	0.057510
-0.166770	0.005714
-0.110495	-0.023068
0.291557	0.056447
0.389844	0.210785
0.133443	-0.004035
0.146892	-0.005112
0.162837	0.196473
0.079048	0.105674
0.046616	-0.080884
0.213120	0.458315
0.291582	0.284827
0.086488	-0.058022
-0.290374	0.330757
-0.460365	0.584017
-0.283122	0.749645
-0.415060	0.409824
-0.448319	0.704476
-0.472407	0.541590
-0.380539	0.522114
-0.442205	0.727991
-0.451166	0.559240
-0.376626	0.555976
-0.440446	0.583820
-0.369537	0.361960
-0.289123	0.951161
-0.272359	0.670789
-0.226219	0.659165
-0.500803	0.859688
-0.126981	0.968721
-0.316175	0.763685
-0.380234	0.901220
-0.134408	0.441146
-0.171126	0.807168
-0.313877	0.890205
-0.348938	0.695875
-0.364001	0.570128
0.053220	-0.123866
0.220011	0.032823
0.239482	-0.053344
0.145627	0.147828
0.157659	-0.137124
0.105240	-0.090469
0.061849	-0.098332
0.318366	0.294664
0.274231	0.019836
0.040949	-0.025183
0.318467	0.070991
0.070750	0.023778
0.206343	0.086725
0.192796	0.090548
0.238316	0.017434
0.145974	0.050368
0.238463	0.237853
0.236248	0.032973
0.183858	0.109113
0.336458	0.475920
0.338262	0.189492
0.019892	0.745208
0.023578	0.817401
0.197987	0.291936
0.228202	0.449878
0.086369	0.362761
0.203305	0.191072
0.228769	0.411304
0.237698	0.197559
0.238347	0.462319
0.138089	0.241342
0.218077	0.344716
0.140640	0.652167
0.246341	0.646142
0.248455	0.612239
0.328525	0.167663
0.288054	0.368011
0.322764	0.273399
0.224215	0.126596
0.211679	0.052979
0.120496	0.508811
-0.035655	0.574458
0.262770	0.579203
0.191539	0.594014
0.085940	0.474641
0.022703	0.781803
0.092035	0.555184
-0.035983	0.723348
0.259974	0.639021
0.093157	0.664468
-0.084354	0.961936
0.049066	0.853230
0.190799	0.166983
0.222121	-0.024517
0.330766	0.398892
0.270064	0.102194
0.086050	0.294194
0.223554	0.306532
0.230996	0.153271
0.326823	0.232459
0.128964	0.056611
0.272942	0.337154
0.175739	0.741538
0.094668	0.678713
0.140832	0.545009
0.034613	0.843861
0.307405	0.168370
0.189710	0.187202
0.102018	-0.082481
-0.105980	0.071932
-0.061160	0.174870
-0.154561	0.150686
-0.035566	0.211502
0.019986	0.227158
-0.106072	0.218906
-0.171074	0.127643
0.129011	-0.007477
0.258148	0.106886
0.099496	-0.218079
0.178003	-0.052421
0.195648	-0.130760
0.176053	0.153770
-0.051245	-0.221885
0.173241	-0.019064
0.096548	-0.081777
0.093504	0.021249
0.087403	-0.051362
0.210260	0.017884
0.087038	-0.071106
0.083175	0.008294
0.111034	-0.022808
0.222580	-0.045223
0.229303	-0.133931
0.173519	-0.125494
0.116297	-0.115391
0.303391	0.222339
-0.128753	-0.026808
-0.250090	0.241175
0.197322	0.036900
0.176591	0.035413
0.114492	0.012530
0.198479	0.031474
0.061486	-0.073845
0.233384	-0.031142
0.232232	0.048255
0.100137	0.011243
0.103502	-0.016209
0.180478	-0.004248
0.173416	0.033510
0.145732	-0.126845
0.157462	-0.009982
0.143754	-0.069988
-0.010711	-0.136916
0.078844	-0.061710
0.260232	0.018186
0.041165	-0.159064
0.178666	-0.054241
0.147318	-0.034914
0.069876	-0.062403
0.066237	0.091834
0.076170	-0.107254
0.052133	0.016148
0.131998	0.307236
0.294451	0.351747
0.213134	0.385770
0.208862	0.544876
0.295769	0.495293
0.108717	0.378567
0.189277	0.372848
0.267594	0.396769
0.321385	0.204081
0.080465	0.792962
-0.067652	0.694444
0.010489	0.830771
0.033446	0.689796
0.021607	0.679675
0.058229	0.732340
0.115616	0.597164
-0.136959	1.005085
0.162803	0.760491
0.036340	0.699198
0.128399	0.748032
-0.536019	0.801979
-0.298134	0.931243
-0.403035	0.551686
-0.327172	0.644061
-0.231637	0.481105
-0.312033	0.565251
-0.335356	1.033031
-0.313730	0.985631
-0.149475	0.900981
-0.344458	0.826474
-0.304080	1.090469
-0.096185	0.899513
0.363931	0.135006
0.286368	0.446347
0.194822	0.096477
0.215197	0.222591
0.321116	0.202748
0.303549	0.248922
-0.094319	0.810047
-0.039643	0.877670
-0.054981	0.965837
0.145854	0.710145
-0.071168	0.816851
