Delta_44.2348	Delta_109.5944
-0.276324	0.478037
-0.315690	0.478857
-0.404215	0.316498
-0.329841	0.239677
-0.512804	0.349218
-0.452941	0.440226
-0.287407	0.716353
-0.365074	0.489256
-0.311590	0.342950
-0.450248	0.658478
-0.357611	0.302548
-0.380358	0.597810
-0.145676	0.189667
-0.289220	0.126999
-0.088167	-0.048566
-0.064099	0.036977
0.094798	0.071642
0.324942	0.280677
0.189967	0.217890
0.328488	0.303764
0.169290	0.365509
0.214159	0.169386
-0.040397	0.867584
0.137494	0.413671
0.167443	0.391415
0.247975	0.385990
0.196629	0.401688
0.145248	0.514692
0.188874	0.685529
0.151685	0.448434
0.116787	0.416647
0.376666	0.119292
0.060362	-0.158373
0.139630	0.153140
0.151610	0.203584
0.014984	0.210747
-0.130713	0.118871
0.058081	0.110572
0.028992	0.112012
0.162878	0.080339
0.105743	0.151685
0.164806	-0.050883
0.066783	-0.028979
0.227436	0.603589
0.100931	0.155369
0.270842	0.341687
0.063146	0.814364
-0.158345	0.886994
-0.108217	0.746867
-0.198135	0.693816
-0.029833	0.732361
-0.016092	0.929702
0.069838	0.604957
0.036046	0.586237
0.149922	0.766529
0.117616	0.669449
-0.083364	0.659235
-0.095567	0.786608
-0.006960	0.735239
-0.060977	0.874478
0.130212	0.448457
0.099023	-0.062444
0.131593	-0.055501
0.123870	0.129610
0.160443	-0.021584
0.105383	0.060076
0.057519	0.001388
0.101402	0.178896
0.274853	0.413324
0.073512	0.745135
0.241665	0.338123
0.016582	0.729398
0.240183	0.448331
-0.032334	0.839936
0.087242	0.654628
0.057167	0.835168
-0.089487	0.742074
-0.402267	0.892357
-0.301013	0.602758
-0.419935	0.109837
-0.327644	0.293070
-0.428203	0.475566
-0.298090	0.401960
-0.381752	0.371024
-0.378133	0.372823
-0.444017	0.210375
-0.366350	0.318151
-0.239770	0.349930
-0.314241	0.791402
-0.466190	0.431168
-0.434603	0.255720
-0.326961	0.243561
-0.130144	0.116119
0.168391	-0.000182
0.135033	0.481638
0.271770	0.221589
0.244587	0.486123
0.115857	0.558566
0.020612	0.200041
0.189052	0.423218
0.117600	0.285490
0.212811	0.442935
0.112490	0.609408
0.104873	0.319640
0.077678	0.428222
0.282234	-0.018370
0.239683	0.463188
0.107982	0.509966
0.243971	0.073936
0.233682	0.328262
0.030126	0.157582
0.011549	0.029587
-0.127484	0.191140
-0.083067	0.175338
-0.154563	0.006912
-0.142028	0.151432
-0.162373	0.090858
-0.205364	0.019860
-0.182258	0.161696
-0.223809	0.044122
0.105631	-0.207143
-0.123765	-0.021050
-0.233733	0.126826
-0.113483	0.119951
-0.059238	0.082617
0.180259	0.034409
0.206739	0.030898
0.044207	0.032948
-0.199393	0.043652
-0.242424	0.116356
-0.214449	0.005028
-0.088832	0.155743
-0.071319	0.225997
-0.021303	0.229329
-0.029880	0.139831
0.133235	-0.050121
-0.060685	-0.016898
-0.353628	0.423790
-0.384772	0.374923
-0.297950	0.322619
-0.223966	0.128893
-0.073717	0.102428
-0.079032	0.283370
-0.181479	-0.030976
-0.225011	-0.046799
-0.108001	0.301558
-0.039095	-0.084743
-0.151844	0.156362
-0.404484	0.632535
-0.089087	0.314379
-0.140356	0.113492
-0.075334	0.112989
