Delta_59.8469	Delta_-94.5263	Delta_-73.7151
0.624957	-2.277239	-0.451857
0.661857	-2.463869	-0.001780
0.539717	-2.486790	-0.099981
0.545106	-2.453746	-0.256518
0.475890	-1.257098	-0.377789
0.361814	-1.398480	-0.337706
0.458374	-1.430355	-0.472061
0.446899	-1.414261	-0.243084
0.159434	-1.450206	-0.755450
0.394266	-1.549687	-0.510947
0.122496	-1.418230	-0.399506
0.731351	-2.335186	-0.291749
0.548524	-2.353819	-0.352077
0.793675	-2.093001	-0.494136
0.801040	-2.488431	-0.255277
0.450918	2.770780	0.262974
0.554118	3.050007	0.213131
0.670442	2.859923	0.227270
0.554079	2.529577	0.417462
0.725584	-2.938087	0.047628
0.570503	2.886431	0.015458
0.620335	2.993070	0.326610
0.508606	-3.007372	0.030912
0.430915	2.757472	0.401949
0.627687	2.950633	0.004447
0.703811	-2.367726	-0.281385
0.600165	-2.388432	-0.202978
0.403688	-1.712938	-0.362121
0.243484	-1.180548	-0.675542
0.116473	-0.507121	-0.171259
0.083264	0.149444	0.193798
0.046241	0.716175	0.499562
0.332134	0.734784	0.653703
0.029938	0.772198	0.368228
-0.036018	0.562485	0.470036
-0.105475	0.418732	0.382166
-0.099953	0.641152	0.387992
0.059134	0.540830	0.495569
-0.230780	0.460179	0.384744
0.063027	1.370120	0.575304
0.173514	1.590529	0.517672
0.021089	1.630761	0.404536
-0.025930	0.600135	0.278272
0.151919	0.857203	0.430313
0.079934	0.623575	0.269891
0.194683	1.404936	0.861877
0.503306	2.456354	0.318027
0.282792	2.716017	0.486282
0.681389	-3.012841	0.030093
0.559521	2.635456	0.374898
0.472333	2.893580	0.187579
0.579324	2.878818	-0.067612
0.518495	2.627937	0.279122
0.417193	2.765724	0.037734
0.560692	-2.772010	0.007809
0.551168	-2.268116	-0.326827
0.341887	-1.505320	-0.446527
0.501698	-1.408777	-0.522007
0.287506	-1.708524	-0.407234
0.471468	-1.592321	-0.463348
0.322785	-1.399283	-0.516024
0.222416	-1.214479	-0.193889
0.394547	-1.376267	-0.110860
0.485273	-1.563140	-0.460100
0.497852	-1.551783	-0.580154
0.275530	-1.231620	-0.486469
0.347307	-1.533574	-0.351548
0.311503	-1.664327	-0.627685
0.518614	-1.674116	-0.467879
0.463678	-1.277960	-0.307403
0.607567	-1.980851	-0.338149
0.759534	-2.662119	-0.166829
0.640670	-2.134601	-0.458027
0.439748	2.607201	0.197144
0.543811	2.672031	0.322476
0.346984	2.693261	0.235558
0.645739	-2.374760	-0.187440
0.708146	-2.291584	-0.468577
0.248427	-1.277358	-0.441396
0.263608	-1.525737	-0.374577
0.332347	-1.325588	-0.440195
0.358688	-1.567430	-0.524609
0.317797	-1.550763	-0.605245
0.158575	-1.573688	-0.452957
0.327008	-1.441291	-0.317242
0.279593	-1.424555	-0.379091
0.583542	-2.593975	-0.023168
0.582544	-2.105595	-0.172943
0.784590	-2.404757	-0.133416
0.661934	-2.307020	-0.181886
0.647866	3.010328	0.080870
0.507657	-2.441267	-0.240266
0.572451	-2.555647	-0.093222
0.500587	-2.317073	-0.177100
0.781681	-2.308894	-0.319133
0.413772	-2.183040	-0.408753
0.245667	-1.050194	-0.393914
0.370134	-1.094864	-0.368324
0.399913	-1.636667	-0.237485
0.502163	-2.349075	-0.379079
0.522506	2.680405	0.302075
0.523834	2.646842	0.366214
0.396776	2.953862	0.263162
0.434468	2.798480	0.344310
0.354260	2.555333	0.173700
0.596876	-2.256250	-0.400534
0.496160	-1.981771	-0.373301
0.625517	-2.325557	-0.255949
0.544796	-2.411467	-0.343151
0.506678	2.963508	0.305363
0.535837	-2.772047	0.149032
0.622720	-3.119900	-0.130095
0.435625	-2.342056	-0.369453
0.628439	-2.324869	-0.210735
0.390809	-2.057577	-0.347561
0.574342	-2.116110	-0.665672
0.416544	-1.922316	-0.403426
0.602894	-2.497692	-0.080802
0.576280	-2.462815	-0.097505
0.624910	-2.231866	-0.243967
0.316104	-1.894497	-0.429927
0.496928	-2.131967	-0.472843
0.670285	-1.842450	-0.266398
0.639733	-2.139262	-0.104311
0.168077	-0.991623	-0.276870
0.034507	-0.771340	-0.330340
0.035889	-0.466687	-0.157820
-0.049904	-0.198228	0.172939
-0.046523	-0.169960	-0.139427
-0.174700	0.256864	0.231595
0.105573	-0.497621	-0.156659
-0.200156	-0.062409	-0.049745
0.459247	-1.605228	-0.586507
-0.111066	0.024527	0.126648
0.054072	0.634467	0.371848
-0.034249	0.405937	0.043031
0.086324	-0.506891	-0.262616
0.129013	-0.698668	-0.195419
0.097887	-0.324902	-0.313692
0.313433	-0.679514	-0.243658
0.258649	-0.397185	-0.005367
0.117012	-0.357525	0.021988
-0.017120	-1.035212	-0.496768
0.107411	-0.678261	-0.137616
-0.012846	0.102638	0.127123
-0.085272	0.443698	0.259995
-0.229214	0.409629	0.282098
-0.073447	0.577683	0.268864
-0.021326	0.547149	0.461793
0.281742	-0.597714	-0.304422
0.093314	-0.429318	-0.018504
0.012781	-0.237038	0.211621
0.068951	-0.722406	-0.084041
0.055339	-0.609087	-0.255286
-0.075517	-0.709761	-0.239960
0.019361	-0.828377	-0.441872
0.096340	-0.251954	0.002037
0.122939	-0.498196	-0.049328
0.400995	-0.851810	-0.485425
0.116637	-0.759655	-0.180146
0.201695	-0.884496	-0.450180
0.343652	-1.364291	-0.501552
0.565647	-2.276093	-0.332880
0.555561	-2.291394	-0.337156
0.726752	-2.165409	-0.531952
0.663089	2.154338	0.472787
-0.003606	0.602601	0.422823
0.350832	2.180213	0.604517
0.045738	1.455069	0.274940
0.199891	1.615896	0.554467
0.132345	1.611054	0.437598
-0.105800	1.366471	0.705439
0.039567	1.655719	0.740613
0.163546	1.595451	0.625076
-0.135980	1.032025	0.609593
-0.075845	1.475049	0.603069
-0.049656	1.362680	0.646487
-0.017759	1.340020	0.542223
0.065385	1.390385	0.547557
0.109299	1.926344	0.365659
0.177668	1.546128	0.618019
0.030287	1.412689	0.338679
0.011071	0.530194	0.142365
0.100246	0.648343	0.457645
0.082805	0.611200	0.363679
-0.003156	0.595140	0.367880
0.229972	0.712084	0.326724
-0.100156	0.472389	0.404292
-0.046583	0.482901	0.665239
0.017464	0.615195	0.401892
0.165117	0.838320	0.339842
0.095887	0.571538	0.298635
0.126353	0.364133	0.315254
0.087715	0.439594	0.143428
0.017708	0.281207	0.379792
-0.171430	0.454643	0.181757
0.133343	0.637700	0.468027
-0.139508	0.140911	-0.073930
-0.138778	0.710229	0.441429
-0.210174	0.602811	0.328434
-0.049510	0.560155	0.188152
-0.133423	0.607106	0.324837
-0.152006	0.626322	0.380234
0.050297	0.394814	0.272530
-0.026702	0.533970	0.418458
0.121885	1.598669	0.409430
-0.029587	1.370406	0.597205
0.134266	1.809950	0.472771
0.562169	1.890274	0.579891
0.039823	1.489537	0.467090
0.163806	1.564098	0.651910
0.253863	1.844680	0.372909
0.116084	1.602624	0.580924
0.207333	1.512785	0.333606
0.203757	1.673874	0.612499
-0.077538	0.385613	0.298090
0.162071	0.528953	0.193547
0.099707	-0.686082	-0.226790
0.520815	-1.621552	-0.704921
0.389325	-1.637166	-0.646360
0.464722	-1.424670	-0.248343
0.517747	-1.359505	-0.342119
0.319013	-1.668151	-0.362727
0.503449	-1.400152	-0.266421
0.493445	-1.375599	-0.708717
0.868766	-2.130042	-0.548107
0.666943	2.861923	0.175245
0.645716	2.892796	0.360189
0.717740	3.094498	-0.004501
0.680425	2.824079	0.254801
0.563356	2.874632	0.211084
-0.002168	1.417542	0.363412
0.049145	1.448028	0.536560
0.206733	1.627982	0.291728
0.462477	1.891206	0.268549
0.342770	1.706195	0.588731
0.284265	1.694645	0.313667
-0.079077	0.642768	0.342521
0.034763	0.493467	0.221327
0.046831	0.661951	0.227451
0.050822	0.458006	0.205544
0.066869	0.439514	0.385983
-0.017527	0.506067	0.106060
-0.004965	0.782274	0.364350
0.142367	0.258951	0.288871
-0.104104	0.630937	0.299650
-0.281113	0.351029	0.104222
-0.071731	0.272177	-0.028995
-0.050152	0.294601	-0.048597
-0.190204	0.312794	0.251329
-0.018534	0.907922	0.571920
-0.095063	0.468535	0.276533
-0.048873	0.746898	0.356623
-0.087650	0.642063	0.468576
-0.063390	0.697854	0.324584
0.075805	0.439416	0.376871
-0.131055	0.529086	0.258063
-0.311714	0.282024	0.045770
-0.197041	0.009255	0.006432
-0.159167	0.576056	0.371127
-0.170754	0.709321	0.329550
-0.134413	0.598220	0.275151
-0.210384	0.488617	0.305187
-0.139668	0.316678	0.187349
0.003896	1.246476	0.453700
0.107099	1.662309	0.596934
0.105929	1.773789	0.375305
0.264426	1.719422	0.579830
0.170280	1.441056	0.284044
0.073496	1.722177	0.493939
-0.063870	1.463666	0.343195
0.200488	1.517337	0.476752
0.155978	1.367989	0.548442
-0.067076	1.498135	0.491822
0.141290	1.746490	0.499604
0.054028	0.490027	0.197655
-0.134335	0.447989	0.186469
0.094951	1.780718	0.376232
0.220643	1.398925	0.631835
0.210518	1.689219	0.323874
-0.042291	1.237276	0.697331
0.154394	1.709620	0.462205
0.026897	1.354395	0.628031
0.128749	1.730726	0.503662
-0.041925	1.347375	0.600412
0.162370	1.451543	0.642641
-0.177024	1.385856	0.486914
0.176659	1.481655	0.333763
0.221899	1.719530	0.411603
0.116448	1.556734	0.478110
0.335782	1.715744	0.531071
0.198584	1.569318	0.437313
0.026923	1.630960	0.563569
0.183504	1.538801	0.596526
0.304160	1.539852	0.351338
-0.164492	1.355416	0.687232
0.081582	1.604158	0.540150
0.023841	1.476568	0.563844
-0.047098	1.435268	0.381288
0.163213	1.615021	0.445841
0.157148	1.381060	0.675648
0.092799	1.769350	0.287375
0.433369	2.403153	0.391041
0.006137	1.630981	0.670512
0.139132	1.905545	0.303490
-0.026309	1.235890	0.544918
0.065535	1.765303	0.318393
0.026545	1.573509	0.389641
0.156987	1.754164	0.537661
0.186548	1.698595	0.543454
0.047272	1.494180	0.463935
0.135507	1.524845	0.426541
0.035561	1.499842	0.405485
0.249462	1.703635	0.466561
-0.038750	1.301612	0.469330
0.271256	1.997473	0.515089
0.288779	1.731960	0.579935
0.576805	2.982576	0.020831
0.661347	2.865557	0.138628
0.625235	2.918862	0.141433
0.493572	2.908579	0.089373
0.131823	1.656337	0.275706
0.378352	1.673867	0.208687
0.351607	2.910188	-0.011870
0.075370	1.550662	0.421757
0.032238	1.281679	0.369999
0.164712	1.267338	0.668219
-0.293439	0.702092	0.180317
0.109800	0.096662	0.040593
0.040408	-0.600688	-0.264409
0.137403	-0.701064	-0.295460
0.160490	-0.815606	-0.533434
0.111179	-0.413889	-0.100068
0.454171	-1.775239	-0.442656
-0.023520	-0.264953	-0.052219
0.143752	-0.138200	0.114172
-0.018343	-0.135797	0.145456
0.429807	-0.659487	-0.320320
-0.027072	-0.794411	-0.353091
-0.031826	-0.642976	-0.061945
0.062423	-0.746463	-0.377195
0.450408	-1.519459	-0.357433
0.409135	-1.578102	-0.497503
0.536523	-2.268232	-0.127721
0.531591	2.915431	0.161673
0.641384	2.706386	0.358423
0.651303	2.833666	0.241035
0.636982	2.949837	0.032858
0.433850	2.478362	0.437521
0.554954	2.770485	0.151760
0.104938	1.463616	0.472777
-0.037980	1.319785	0.588811
0.112738	1.580144	0.378419
0.004484	1.570988	0.613082
0.130556	1.442961	0.580685
0.311512	1.583796	0.672212
-0.033446	0.687634	0.413355
-0.125161	0.758855	0.565275
0.156422	0.701329	0.215594
-0.102140	-0.459906	-0.149850
0.255403	-1.425142	-0.458587
-0.104788	0.034313	-0.071407
-0.011229	-0.363042	-0.108254
0.204762	-0.787805	-0.140585
0.476873	-1.377567	-0.438086
-0.094204	-0.222783	0.075575
0.091218	-0.391605	-0.060118
0.153915	-0.349296	-0.175186
0.046792	-0.644538	-0.422300
0.121613	-0.406997	-0.161261
-0.035579	-0.261922	0.023743
0.031282	-0.016181	0.142216
-0.038094	-0.507406	-0.256420
0.245479	-0.681502	-0.367538
0.055111	-1.046725	-0.633485
0.193358	-1.401941	-0.223626
0.318610	-1.328920	-0.524990
0.585001	-2.128624	-0.155137
0.630118	-2.483666	-0.139604
0.700418	-2.572771	-0.097295
0.558034	-2.182754	-0.408733
0.472705	-2.287247	-0.496476
0.477841	-2.297647	-0.165990
0.406901	-2.154017	-0.533579
0.385102	-2.226887	-0.446328
0.272510	-1.501816	-0.621414
0.313676	-2.280503	-0.493947
0.221397	-2.130092	-0.571021
0.542698	-2.541625	0.032170
0.365507	-2.303665	-0.420481
0.389557	-2.540885	-0.252416
0.333288	-2.502870	-0.176304
0.462922	-2.506026	-0.416600
0.358979	-2.448044	-0.044132
0.461783	-2.236662	-0.329394
0.124634	2.559674	0.224331
0.348858	-2.591114	-0.250120
0.253739	-1.624643	-0.665133
0.245959	-1.275371	-0.414071
0.043138	-1.073318	-0.408281
0.258920	-1.425295	-0.269132
0.379503	-1.607851	-0.386761
-0.150264	-0.185604	0.222226
0.005915	-0.281949	-0.130811
-0.072955	-0.547002	-0.088150
0.036029	-0.548471	-0.165002
-0.092049	-0.899384	-0.550678
0.207827	-0.015067	-0.121285
0.251483	-0.681359	-0.328312
0.084662	-0.378562	-0.033865
0.072361	-0.365776	-0.229422
-0.029716	-0.290011	-0.095016
0.083563	-0.797256	-0.396804
0.076992	-0.263854	-0.034708
-0.007343	0.575292	0.424230
-0.104732	0.509044	0.291460
-0.031823	0.603734	0.456046
0.067007	-0.426990	-0.052431
-0.153694	-0.746982	-0.319503
0.043511	-0.588937	-0.225605
-0.054339	-0.591384	-0.099686
-0.050414	-0.426845	0.023319
-0.123032	-0.317769	-0.022916
0.118532	-0.696498	-0.271821
0.402431	-1.405760	-0.473297
0.235333	-1.664318	-0.436830
0.618178	-1.683986	-0.492492
0.337494	-1.230059	-0.235651
-0.130633	-0.484092	-0.040589
-0.070822	-0.377797	0.121349
-0.055500	-0.098442	0.101625
-0.017300	-0.438404	0.016575
0.080828	-0.518382	-0.196636
-0.063408	-0.333049	-0.087500
0.097053	1.656188	0.581678
-0.050611	1.083691	0.522768
-0.018968	1.525985	0.602208
0.324226	1.881013	0.427393
0.263663	1.747757	0.455391
0.097117	1.902531	0.479533
0.007001	1.546388	0.158483
0.189262	1.544314	0.676600
0.157085	1.408090	0.545700
0.473717	1.694675	0.516204
0.136347	1.619268	0.409618
-0.049995	1.549741	0.410716
0.106910	1.379397	0.497312
0.213181	1.700502	0.717727
0.036865	1.699087	0.529981
-0.012778	0.555078	0.300254
-0.111336	0.704935	0.404117
0.118258	0.755900	0.351925
-0.205417	0.684225	0.207678
-0.113802	0.456114	0.190300
-0.083029	0.410351	0.213592
-0.020164	0.388465	0.105200
-0.151235	0.748998	0.387809
0.007034	0.610569	0.256097
-0.023455	0.447911	0.156247
-0.112745	0.274172	0.220910
-0.054770	0.431074	0.226020
0.054294	0.620250	0.499779
-0.194641	0.484922	0.000349
-0.029763	0.631111	0.291133
-0.201870	0.894834	0.522785
-0.066642	0.742158	0.551498
-0.132279	0.551379	0.455702
-0.145405	0.525316	0.666553
-0.159841	0.626903	0.299741
-0.268316	0.485572	0.251062
-0.285641	1.352271	0.388240
0.118051	1.622907	0.289718
0.248376	1.806276	0.429552
0.049396	1.516653	0.596814
0.360072	2.237399	0.328811
0.387392	2.684538	0.204017
0.498374	2.784634	0.409692
0.620859	-3.002462	0.033741
0.784368	3.004233	0.184167
0.571536	2.911091	0.065148
0.412753	2.475507	0.313904
0.546073	3.002045	0.165667
0.292465	3.026385	0.007576
0.603369	-2.323803	-0.237682
0.592106	-2.171853	-0.361547
0.496450	-2.173862	-0.624660
0.294425	2.636861	-0.070030
0.690555	-2.990109	0.104626
0.407683	3.049054	-0.028185
0.520536	2.899107	-0.040949
0.533671	2.611566	0.257933
0.748010	2.990123	0.126184
0.695812	2.883354	0.211644
-0.091726	1.596325	0.438376
0.068930	1.559256	0.543002
-0.108692	1.611771	0.644519
0.091579	1.639313	0.471324
-0.118738	1.474805	0.351714
-0.111188	1.425395	0.469604
-0.007287	1.486026	0.586942
0.149093	1.428290	0.568599
0.204579	1.790554	0.601261
-0.022363	1.382161	0.680563
-0.000136	1.636501	0.770015
-0.007294	1.685065	0.692138
-0.052534	1.592995	0.596369
0.307021	2.789925	0.251846
0.536242	2.926811	-0.001838
0.337519	2.694867	0.459180
0.271278	2.652962	0.438842
0.531601	2.745532	0.225053
0.489483	-3.125084	0.156957
0.688269	2.843663	0.259504
0.383543	2.797635	0.112932
0.454077	2.687116	0.047637
0.360416	2.628321	0.458891
0.576866	2.924563	0.129652
0.419588	2.656320	0.320641
0.557322	2.864850	0.158574
0.530498	2.701613	0.245182
0.669362	-2.011899	-0.067602
0.484826	-2.224188	-0.302895
0.626100	-2.685713	0.124943
0.434503	-1.995058	-0.273720
0.468621	-2.213418	-0.422621
0.262564	-1.645111	-0.322910
-0.053671	-1.478346	-0.271270
0.281632	-1.482271	-0.468115
0.116578	-1.353246	-0.730413
0.288939	-1.589604	-0.543202
0.307365	-1.184951	-0.672725
0.234700	-1.523486	-0.283082
0.255129	-1.392966	-0.616508
0.157785	-0.833328	-0.284017
-0.127261	-0.503934	-0.264035
-0.070429	-0.533573	-0.173142
-0.090724	-0.486647	-0.232124
0.090111	-0.539542	-0.274575
-0.190056	-0.219082	-0.101458
-0.169571	-0.359763	-0.073833
0.014502	0.292280	0.241355
-0.178732	0.769790	0.565384
0.210729	-0.027374	0.309812
0.255249	-0.158904	0.191843
-0.078507	-0.265463	-0.153252
0.120806	-0.758485	-0.410325
-0.077676	-0.466102	0.092885
0.326340	-0.212033	-0.104568
0.133975	-0.079095	0.192789
0.114895	-0.617735	-0.309785
0.182235	-0.382054	-0.120580
0.065459	-0.432194	0.009367
0.084317	-0.658387	-0.319469
0.137659	-0.732113	-0.326830
-0.110312	-0.419301	-0.106392
0.047750	-0.711728	-0.533507
-0.090710	-0.102734	0.000164
0.080814	-0.500161	-0.107118
-0.030147	-0.704488	-0.238107
0.047092	-0.253120	0.080891
-0.018455	-0.394605	-0.178065
0.005034	-0.420246	-0.138911
0.169039	-0.297582	-0.003924
-0.111664	-0.834747	-0.282712
-0.044227	-0.372628	-0.148800
0.156404	-0.423300	-0.169782
0.073641	-0.850658	-0.500550
0.293547	-0.349823	0.023538
0.049477	-0.630444	-0.369217
-0.033358	-0.267184	0.003784
0.193578	-0.059460	0.241808
0.011949	-0.203453	-0.136905
0.000703	-0.803616	-0.372445
0.307764	-1.092740	-0.230329
0.266807	-1.436408	-0.549321
0.262939	-1.435573	-0.589769
0.257084	-1.480235	-0.460264
0.304518	-1.441241	-0.428175
0.268699	-1.312369	-0.527596
0.284832	-1.400218	-0.398991
0.244482	-1.465673	-0.479929
0.398213	-1.562328	-0.452862
0.398570	-2.463051	-0.145957
0.372284	-2.268322	-0.730165
0.523389	-2.358497	-0.547304
0.454538	-2.382376	-0.480662
0.434976	-2.301208	-0.501482
0.305872	-2.618627	-0.111643
0.335386	-2.589131	-0.496063
0.431123	-2.582841	-0.430014
0.322971	-2.098401	-0.573252
0.402534	2.342310	0.578191
0.421888	2.481094	0.521370
0.448153	2.729428	0.236972
0.541715	2.749419	0.321509
0.742552	-3.028590	0.087975
0.777319	2.927687	0.199537
0.667562	-2.996228	-0.017829
0.445851	2.924057	0.136569
0.439723	2.601267	0.260543
0.757869	-3.021812	-0.105282
0.565745	2.998113	-0.017383
0.556950	2.814033	0.145730
0.050662	1.307690	0.572814
0.143606	1.492862	0.688340
0.202350	1.580769	0.511847
0.060114	1.462712	0.494377
0.224189	1.593330	0.399897
0.073033	1.423276	0.371085
0.360657	2.064553	0.495906
0.655136	2.858963	-0.055343
0.349087	2.360001	0.253832
0.662565	-2.184929	-0.253427
0.558294	-2.196649	-0.609593
0.532968	-2.485865	-0.086364
0.430304	-2.337314	-0.319523
0.565080	-2.425823	-0.068056
0.747029	2.881591	0.103852
0.420696	2.274365	0.611029
0.122498	1.475159	0.485598
0.214251	1.889970	0.184562
0.425920	1.711569	0.403335
0.122936	1.197661	0.521941
0.259928	1.690357	0.253818
0.034718	1.595683	0.501677
0.203479	1.914602	0.346989
0.110326	1.752042	0.580373
0.145869	1.761915	0.529981
0.233858	1.425103	0.507287
0.464624	1.641299	0.619407
0.244564	1.518513	0.513720
0.373469	1.633825	0.352282
0.010339	1.429262	0.432969
0.081561	1.719692	0.418027
0.092562	1.470979	0.310253
0.091869	1.587709	0.474541
0.614681	2.294530	0.191302
0.419904	2.801035	0.112188
0.580718	2.416920	0.291271
0.132882	1.529559	0.346474
0.134129	1.579916	0.455123
0.147938	0.971386	0.261169
0.050882	0.612736	0.377982
0.201915	-0.339273	0.043071
0.056334	0.371277	0.166990
-0.098266	0.642592	0.416966
0.133350	1.604956	0.373120
0.051979	1.626978	0.457751
0.030517	1.356269	0.493384
0.110748	1.485059	0.705487
0.655024	-3.141245	0.179123
0.627182	-1.992670	-0.201123
0.651292	3.043809	-0.033311
0.016026	1.597378	0.325979
0.272282	1.975622	0.314421
0.013160	1.651155	0.456733
0.784515	-2.756571	-0.121461
0.060034	1.436465	0.433058
0.223160	1.776300	0.507840
0.054117	1.336512	0.429622
0.218571	1.822708	0.580900
0.191241	0.747500	0.335424
0.057207	0.688698	0.359850
0.070639	0.654221	0.268489
0.162729	0.764648	0.534420
-0.159942	0.300204	0.181708
0.172461	0.899185	0.483969
-0.079824	1.033539	0.431384
-0.209181	0.466272	0.461758
0.082441	-0.655935	-0.257965
0.261271	-0.297226	-0.158910
-0.058142	-0.241492	-0.060057
0.196641	-0.901051	-0.528315
-0.089466	-0.331094	0.070209
0.059188	-0.228322	0.023021
0.056765	-0.430124	-0.373382
0.259155	-0.371232	0.049524
0.109608	-0.240971	0.243178
0.087668	-0.284665	0.045427
0.008838	-0.559329	-0.223627
-0.071642	-0.442753	0.110012
0.009584	-0.531523	-0.242620
0.045708	-0.113616	-0.005484
-0.115476	-0.370970	-0.115024
-0.050272	-0.369373	-0.082154
-0.023045	0.566740	0.722371
0.082737	1.277942	0.716409
0.081912	1.733873	0.590663
0.238953	1.152308	0.347273
0.070988	0.654781	0.386362
-0.027007	-0.683778	-0.379206
0.163815	-0.486367	-0.053034
0.132069	-0.367942	0.085303
-0.109855	-0.333002	-0.019396
-0.047827	-0.528149	-0.154879
-0.126643	-0.492192	0.063841
-0.278399	0.158256	0.357236
-0.162111	0.377890	-0.001911
-0.081613	0.674416	0.498946
0.105032	0.771301	0.334122
-0.135003	0.640059	0.276345
-0.028662	1.337509	0.640787
-0.089488	0.721250	0.524676
-0.088221	0.557648	0.339290
-0.075526	0.561993	0.299734
-0.085354	0.783597	0.551425
-0.332445	0.509968	0.515087
-0.192218	0.643183	0.333295
-0.172700	0.575060	0.314306
-0.007116	-0.678853	-0.316386
-0.011132	0.126706	0.212134
0.126381	-0.299629	0.085558
0.033844	-0.457707	-0.219554
-0.014193	-0.489912	-0.110773
-0.019918	-0.839446	-0.394155
0.064244	-0.581196	-0.137466
0.117866	-0.466209	-0.297849
-0.137607	-0.821519	-0.435767
-0.073649	0.734368	0.615485
0.257235	1.470304	0.587455
-0.054201	0.849073	0.479592
-0.025176	1.201483	0.419568
0.247908	1.763283	0.302000
0.607736	2.916431	0.146564
0.338740	2.782486	0.053740
0.335887	2.567762	0.507681
0.369249	2.525395	0.376007
0.392938	2.478963	0.573166
0.695090	2.616130	0.529425
0.332696	1.820591	0.495441
0.608088	2.816743	0.082411
0.555720	2.724743	0.330372
0.548728	2.855456	0.267667
0.565057	2.624785	0.238937
0.716704	-3.058674	-0.084795
0.472440	2.854886	0.008990
0.292655	2.889675	0.067455
0.495344	2.837720	0.284471
0.426023	2.357765	0.443579
0.694138	2.812268	0.463209
0.440369	2.739984	0.135488
0.371485	2.581497	0.327539
0.412851	2.711472	0.421816
0.634459	-2.706421	-0.075559
0.776539	-2.310978	-0.182537
0.321664	-1.719943	-0.429491
0.377600	-1.605190	-0.361063
0.329942	-1.369155	-0.486851
0.238456	-1.173217	-0.531084
0.294240	-1.431622	-0.236302
0.422899	-1.503959	-0.469239
0.403932	-1.734740	-0.393045
0.200561	-1.092466	-0.606032
0.468331	-1.453517	-0.616808
0.096199	-0.655954	-0.436390
0.263897	-0.553037	-0.210822
0.087073	-0.288166	-0.122026
0.218688	-0.252710	-0.048548
0.000377	0.812650	0.577296
-0.062551	0.577453	0.278457
0.245552	-0.710154	-0.398277
0.030969	-0.109980	0.027449
0.127037	-0.374384	-0.180036
0.008714	-0.802813	-0.384999
0.121691	-0.508245	-0.278162
0.175589	-0.622587	-0.219704
0.027697	-0.541068	-0.273394
-0.099957	-0.487647	-0.188815
0.130097	-0.361796	-0.094290
0.028637	-0.680033	-0.333644
-0.103227	-0.603802	-0.369706
0.100664	-0.324699	-0.156059
0.166534	-0.276047	0.275903
0.046789	-0.806866	-0.451077
0.023860	-0.529460	-0.082804
0.127193	-0.219782	-0.044998
0.317324	-0.865123	-0.141382
0.380674	-1.600132	-0.388610
0.333222	-1.452995	-0.284538
0.323341	-1.562838	-0.660335
0.438945	-2.324613	-0.530489
0.565377	-2.384884	-0.283532
0.162556	-1.426458	-0.272135
0.181403	-1.354655	-0.569820
0.432493	-1.860010	-0.209799
0.253591	-1.195207	-0.478299
0.013381	-0.363789	-0.045304
0.063268	-0.084437	-0.079458
-0.131196	0.071628	-0.100761
-0.128310	0.372085	0.044349
0.120623	0.383747	0.373567
-0.012682	0.256703	0.352633
-0.214223	0.578688	0.271090
-0.072745	0.429714	0.263524
-0.198245	0.353579	0.213288
-0.064989	0.602716	0.396851
-0.375741	0.607882	0.270720
-0.110417	0.245079	0.060783
-0.296753	0.420527	0.031955
-0.179874	0.500073	0.257665
-0.040698	0.671030	0.539521
-0.298010	0.549976	0.302239
-0.174842	0.441715	0.484170
-0.236841	0.502962	0.338404
-0.289470	0.438271	0.310574
-0.017310	0.624625	0.403038
-0.158335	0.661768	0.545297
-0.205670	0.530161	0.203369
-0.301176	0.449860	0.148726
-0.127313	0.581163	0.311452
-0.259178	0.415638	0.154842
-0.087067	-0.190082	0.117738
-0.237655	-0.636888	-0.355183
-0.236775	-0.477794	-0.274429
-0.236710	-0.039963	0.041160
-0.097126	0.660159	0.494906
0.418432	2.509389	0.276902
0.365992	2.708723	0.111867
0.240129	2.833642	0.338756
0.217955	2.756751	0.367182
0.346966	-2.128600	-0.097325
0.626116	-2.431762	-0.077994
0.492762	-2.449152	-0.158760
0.311526	-2.514649	-0.078714
0.489914	-2.606038	0.059174
0.463263	-2.405364	-0.117473
0.686815	-2.914653	0.137918
0.448021	3.094135	0.166778
-0.054213	1.722518	0.212414
-0.079107	1.397932	0.321350
0.056077	1.612948	0.418928
0.151753	2.496496	0.339936
0.267133	2.686421	0.304089
0.477281	2.852301	-0.061580
0.284368	2.615346	0.454615
0.379405	2.578056	0.367643
-0.021286	1.514338	0.489870
-0.166962	1.347546	0.486743
-0.238023	0.487891	0.280483
-0.365179	0.525482	0.211445
-0.087134	-0.643646	-0.365327
-0.066043	-0.476227	-0.199441
-0.164557	-0.476267	-0.220587
-0.238553	-0.485095	-0.155573
-0.057552	-0.670575	-0.314995
-0.068481	-0.594276	-0.148154
-0.138019	-0.447831	-0.047848
-0.079158	0.285262	0.392301
-0.425295	0.302054	0.121498
0.022415	0.693980	0.488863
-0.185019	0.301303	0.192341
-0.078433	0.554997	0.443685
-0.230263	0.514842	0.143677
-0.197838	0.451857	0.223976
-0.275284	0.305380	0.343695
-0.124027	0.704216	0.565899
-0.173795	0.641011	0.516698
0.009847	0.371247	0.363985
-0.275481	0.540935	0.140836
-0.210848	0.568752	0.315866
-0.218569	0.497405	0.153814
0.032945	-0.726769	-0.575479
0.022429	-0.427511	-0.287646
-0.273245	-0.572355	-0.276738
0.102069	-1.526914	-0.242463
